Filename,SMILES_rad,BDE_kJ,CS_Filename,SMILES_CS,SMILES_react
NH2-4F1B_rad5,NC(F)(F)[C](C(F)(F)F)C(F)(F)C(F)(F)F,453.12,NH2-4F1B,C(F)(F)(N)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(N)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>NC(F)(F)[C](C(F)(F)F)C(F)(F)C(F)(F)F
COOH-1FiPF_rad2,O=C(O)C(F)(F)[C](C(F)(F)F)C(F)(F)F,453.45,COOH-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C(=O)O)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C(=O)O)F>O=C(O)C(F)(F)[C](C(F)(F)F)C(F)(F)F
NCH32-1FiPF_rad2,CN(C)C(F)(F)[C](C(F)(F)F)C(F)(F)F,453.64,NCH32-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(N(C)C)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(N(C)C)F>CN(C)C(F)(F)[C](C(F)(F)F)C(F)(F)F
CCF-2FiPF_rad3,F/C=C/C(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F,453.71,CCF-2FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F>F/C=C/C(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F
OH-2FiPF_rad2,OC(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F,453.81,OH-2FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(O)C(F)(F)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(O)C(F)(F)F>OC(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F
OCH3-4F1B_rad5,COC(F)(F)[C](C(F)(F)F)C(F)(F)C(F)(F)F,453.89,OCH3-4F1B,C(F)(F)(OC)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)(OC)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>COC(F)(F)[C](C(F)(F)F)C(F)(F)C(F)(F)F
PO3H2-1FiPF_rad3,O=P(O)(O)C(F)(F)[C](C(F)(F)F)C(F)(F)F,454.05,PO3H2-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)O,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)O>O=P(O)(O)C(F)(F)[C](C(F)(F)F)C(F)(F)F
COH-1FiPF_rad2,O=CC(F)(F)[C](C(F)(F)F)C(F)(F)F,454.41,COH-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C=O)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C=O)F>O=CC(F)(F)[C](C(F)(F)F)C(F)(F)F
NCH33-4F2B_rad2,C[N+](C)(C)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,455.99,NCH33-4F2B,C(F)([N+](C)(C)C)(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F,C(F)([N+](C)(C)C)(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F>C[N+](C)(C)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
NH3-2FiPF_rad4,[NH3+]C(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F,456.25,NH3-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])C(F)(F)F>[NH3+]C(F)([C](C(F)(F)F)C(F)(F)F)C(F)(F)F
NH3-4F2B_rad3,[NH3+]C(F)(F)C(F)(F)[C](C(F)(F)F)C(F)(F)F,456.48,NH3-4F2B,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F>[NH3+]C(F)(F)C(F)(F)[C](C(F)(F)F)C(F)(F)F
CC-1FiPF_rad2,C=CC(F)(F)[C](C(F)(F)F)C(F)(F)F,460.19,CC-1FiPF,C=CC(F)(F)C(C(F)(F)F)(C(F)(F)F)F,C=CC(F)(F)C(C(F)(F)F)(C(F)(F)F)F>C=CC(F)(F)[C](C(F)(F)F)C(F)(F)F
CCF-1FiPF_rad3,F/C=C/C(F)(F)[C](C(F)(F)F)C(F)(F)F,460.78,CCF-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(/C=C/F)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(/C=C/F)F>F/C=C/C(F)(F)[C](C(F)(F)F)C(F)(F)F
CH3PO2-4F1B_rad2,CP(=O)([O-])C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,461.91,CH3PO2-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
PO3H-5F_rad4,O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,462.5,PO3H-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F
SO2NH-5F_rad4,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F,462.63,SO2NH-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)C(F)(F)F
NCH33-1F1FHH_rad2,[CH2]C(F)(F)[N+](C)(C)C,462.65,NCH33-1F1FHH,C(F)(F)([N+](C)(C)C)CF,C(F)(F)([N+](C)(C)C)CF>[CH2]C(F)(F)[N+](C)(C)C
CH3-1FiPF_rad2,CC(F)(F)[C](C(F)(F)F)C(F)(F)F,463.41,CH3-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C)F>CC(F)(F)[C](C(F)(F)F)C(F)(F)F
NCH33-2F2F_rad2,C[N+](C)(C)C(F)([C](F)C(F)(F)F)C(F)(F)F,463.52,NCH33-2F2F,C(F)(C(F)(F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F>C[N+](C)(C)C(F)([C](F)C(F)(F)F)C(F)(F)F
CH3PO2-5F_rad5,CP(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,463.54,CH3PO2-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F
OH-1FiPF_rad3,OC(F)(F)[C](C(F)(F)F)C(F)(F)F,463.9,OH-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(O)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(O)F>OC(F)(F)[C](C(F)(F)F)C(F)(F)F
SO2NH2-1F1FHH_rad2,[CH2]C(F)(F)S(N)(=O)=O,464.1,SO2NH2-1F1FHH,C(F)(F)(CF)S(=O)(=O)N,C(F)(F)(CF)S(=O)(=O)N>[CH2]C(F)(F)S(N)(=O)=O
OCH3-1FiPF_rad3,COC(F)(F)[C](C(F)(F)F)C(F)(F)F,464.14,OCH3-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(OC)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(OC)F>COC(F)(F)[C](C(F)(F)F)C(F)(F)F
SO2NH-4F1B_rad5,[NH-]S(=O)(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,464.42,SO2NH-4F1B,C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
PO3H-5F_rad5,O=P([O-])(O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,464.42,PO3H-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F
PO3H-4F1B_rad4,O=P([O-])(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,465.12,PO3H-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
NH2-1FiPF_rad2,NC(F)(F)[C](C(F)(F)F)C(F)(F)F,465.35,NH2-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N)F>NC(F)(F)[C](C(F)(F)F)C(F)(F)F
SO2NH-5F_rad3,[NH-]S(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,465.6,SO2NH-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F
NH3-1FiPF_rad2,[NH3+]C(F)(F)[C](C(F)(F)F)C(F)(F)F,466.22,NH3-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])F>[NH3+]C(F)(F)[C](C(F)(F)F)C(F)(F)F
NCH33-2FtBF_rad2,C[N+](C)(C)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,468.27,NCH33-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F>C[N+](C)(C)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
NCH33-5F_rad4,C[N+](C)(C)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,469.21,NCH33-5F,C(F)(F)([N+](C)(C)C)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,C(F)(F)([N+](C)(C)C)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F>C[N+](C)(C)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F
SO2NH2-4F2B_rad3,NS(=O)(=O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,469.61,SO2NH2-4F2B,C(F)(F)(C(C(C(F)(F)F)(F)C(F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(C(C(F)(F)F)(F)C(F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
SO3H-4F2B_rad2,O=S(=O)(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,469.92,SO3H-4F2B,C(F)(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)O,C(F)(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
SO3H-1F1FHH_rad2,[CH2]C(F)(F)S(=O)(=O)O,470.58,SO3H-1F1FHH,C(F)(CF)(F)S(=O)(=O)O,C(F)(CF)(F)S(=O)(=O)O>[CH2]C(F)(F)S(=O)(=O)O
SO2NH-4F2B_rad4,[NH-]S(=O)(=O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,470.59,SO2NH-4F2B,C(F)(F)(C(C(C(F)(F)F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(C(F)(F)F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
NCH33-4F_rad2,C[N+](C)(C)C(F)(F)[C](F)C(F)(F)C(F)(F)F,471.74,NCH33-4F,C(F)(F)([N+](C)(C)C)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)([N+](C)(C)C)C(F)(F)C(F)(C(F)(F)F)F>C[N+](C)(C)C(F)(F)[C](F)C(F)(F)C(F)(F)F
CH3PO2H-4F1B_rad2,CP(=O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,472.08,CH3PO2H-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
SO3H-4F1B_rad4,O=S(=O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,472.16,SO3H-4F1B,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
PO3H2-4F1B_rad3,O=P(O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,472.48,PO3H2-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)O,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
PO3H-4F_rad3,O=P([O-])(O)C(F)(F)C(F)(F)[C](F)C(F)(F)F,472.96,PO3H-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)[C](F)C(F)(F)F
CH3PO2-4F_rad4,CP(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)F,473.23,CH3PO2-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)F
NH3-1F1FHH_rad2,[CH2]C([NH3+])(F)F,473.34,NH3-1F1FHH,C(F)([NH3+])(CF)F,C(F)([NH3+])(CF)F>[CH2]C([NH3+])(F)F
COO-4F_rad3,[O-]C(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F,473.43,COO-4F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F>[O-]C(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F
CF3-1F1FHH_rad3,[CH2]C(F)(F)C(F)(F)F,473.7,CF3-1F1FHH,C(F)(F)(C(F)(F)F)CF,C(F)(F)(C(F)(F)F)CF>[CH2]C(F)(F)C(F)(F)F
SO2NH2-4F1B_rad3,NS(=O)(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,473.78,SO2NH2-4F1B,C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
SO2NH-4F_rad4,[NH-]S(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F,474.25,SO2NH-4F,C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)F
NH3-4F2B_rad2,[NH3+]C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,474.41,NH3-4F2B,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F>[NH3+]C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
CF3-4F2B_rad5,F[C](C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,474.55,CF3-4F2B,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>F[C](C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
SO2NH-2F2F_rad3,[NH-]S(=O)(=O)C(F)([C](F)C(F)(F)F)C(F)(F)F,475.73,SO2NH-2F2F,C(F)(C(F)(C(F)(F)F)F)(C(F)(F)F)S(=O)(=O)[NH-],C(F)(C(F)(C(F)(F)F)F)(C(F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)([C](F)C(F)(F)F)C(F)(F)F
NCH32-4F2B_rad3,CN(C)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,476.98,NCH32-4F2B,C(F)(F)(N(C)C)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>CN(C)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
SH-4F1B_rad2,F[C](C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)S,477.17,SH-4F1B,C(F)(F)(S)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)(S)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>F[C](C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)S
SO3-4F_rad4,O=S(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)F,477.76,SO3-4F,C(F)(C(C(F)(C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O),C(F)(C(C(F)(C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C(F)(F)[C](F)C(F)(F)F
NH3-5F_rad2,[NH3+]C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,477.99,NH3-5F,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)C(F)(F)F)F)F,C(F)([NH3+])(C(F)(F)C(F)(C(F)(F)C(F)(F)F)F)F>[NH3+]C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F
SO2NH2-5F_rad2,NS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,478.11,SO2NH2-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F
SO2NH2-5F_rad4,NS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F,478.11,SO2NH2-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)(F)[C](F)C(F)(F)C(F)(F)F
SO3H-2F2F_rad4,O=S(=O)(O)C(F)([C](F)C(F)(F)F)C(F)(F)F,478.33,SO3H-2F2F,C(F)(C(F)(F)F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C(F)(C(F)(F)F)(C(F)(F)C(F)(F)F)S(=O)(=O)O>O=S(=O)(O)C(F)([C](F)C(F)(F)F)C(F)(F)F
SO2NH-5F_rad5,[NH-]S(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F,478.83,SO2NH-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)[C](F)C(F)(F)C(F)(F)C(F)(F)F
COOH-1F1FHH_rad2,[CH2]C(F)(F)C(=O)O,479.03,COOH-1F1FHH,C(F)(F)(C(=O)O)CF,C(F)(F)(C(=O)O)CF>[CH2]C(F)(F)C(=O)O
CH3PO2H-4F2B_rad3,CP(=O)(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,479.16,CH3PO2H-4F2B,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
NCH32-2F2F_rad3,CN(C)C(F)([C](F)C(F)(F)F)C(F)(F)F,479.36,NCH32-2F2F,C(F)(C(F)(F)C(F)(F)F)(N(C)C)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(N(C)C)C(F)(F)F>CN(C)C(F)([C](F)C(F)(F)F)C(F)(F)F
NCH33-4F1B_rad2,C[N+](C)(C)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,479.45,NCH33-4F1B,C(F)(F)([N+](C)(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)([N+](C)(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>C[N+](C)(C)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
CH3PO2-2F2F_rad2,CP(=O)([O-])C(F)([C](F)C(F)(F)F)C(F)(F)F,479.65,CH3PO2-2F2F,C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)P(=O)([O-])C,C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)([C](F)C(F)(F)F)C(F)(F)F
SiOCH33-4F1B_rad5,CO[Si](OC)(OC)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,479.73,SiOCH33-4F1B,C(F)(F)([Si](OC)(OC)OC)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>CO[Si](OC)(OC)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
PO3H-4F2B_rad3,O=P([O-])(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,479.78,PO3H-4F2B,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
CH3PO2-4F2B_rad3,CP(=O)([O-])C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,479.84,CH3PO2-4F2B,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
SO3-2F2F_rad4,O=S(=O)([O-])C(F)([C](F)C(F)(F)F)C(F)(F)F,479.85,SO3-2F2F,C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)S([O-])(=O)(=O),C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)([C](F)C(F)(F)F)C(F)(F)F
COOH-4F1B_rad2,O=C(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,480,COOH-4F1B,C(F)(F)(C(=O)O)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)O)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>O=C(O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
NCH33-3F_rad2,C[N+](C)(C)C(F)(F)[C](F)C(F)(F)F,480.1,NCH33-3F,C(F)([N+](C)(C)C)(C(F)(F)C(F)(F)F)F,C(F)([N+](C)(C)C)(C(F)(F)C(F)(F)F)F>C[N+](C)(C)C(F)(F)[C](F)C(F)(F)F
COH-4F2B_rad4,O=CC(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F,480.32,COH-4F2B,C(F)(F)(C=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(C=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>O=CC(F)(F)[C](F)C(F)(C(F)(F)F)C(F)(F)F
COH-4F1B_rad5,O=CC(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,480.55,COH-4F1B,C(F)(F)(C=O)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C=O)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>O=CC(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
SO3H-4F_rad2,O=S(=O)(O)C(F)(F)[C](F)C(F)(F)C(F)(F)F,480.82,SO3H-4F,C(F)(C(F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,C(F)(C(F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)[C](F)C(F)(F)C(F)(F)F
NCH32-4F1B_rad4,CN(C)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,480.84,NCH32-4F1B,C(F)(F)(N(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)(N(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>CN(C)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
NCH32-1F1FHH_rad2,[CH2]C(F)(F)N(C)C,480.86,NCH32-1F1FHH,C(F)(F)(N(C)C)CF,C(F)(F)(N(C)C)CF>[CH2]C(F)(F)N(C)C
SO2NH2-2F2F_rad3,NS(=O)(=O)C(F)([C](F)C(F)(F)F)C(F)(F)F,480.96,SO2NH2-2F2F,C(F)(C(F)(F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)N,C(F)(C(F)(F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)([C](F)C(F)(F)F)C(F)(F)F
